order,id,parent,beginLine,beginColumn,endLine,endColumn,fullPath,CCid
3,Expressions.java,database,0,0,0,0,/src/smallsql/database/Expressions.java,-1
3,StoreImpl.java,database,0,0,0,0,/src/smallsql/database/StoreImpl.java,-1
4,56,ForeignKeys.java,56,30,60,2,/src/smallsql/database/ForeignKeys.java,22
4,74,TableViewMap.java,74,4,76,5,/src/smallsql/database/TableViewMap.java,64
4,407,Index.java,407,3,409,20,/src/smallsql/database/Index.java,10
4,655,BenchTest.java,655,12,655,90,/src/smallsql/junit/BenchTest.java,29
4,53,TestMoneyRounding.java,53,4,62,5,/src/smallsql/junit/TestMoneyRounding.java,88
3,ExpressionFunctionReturnString.java,database,0,0,0,0,/src/smallsql/database/ExpressionFunctionReturnString.java,-1
4,185,ExpressionFunctionCase.java,185,25,191,2,/src/smallsql/database/ExpressionFunctionCase.java,65
4,102,BasicTestCase.java,102,48,109,2,/src/smallsql/junit/BasicTestCase.java,34
4,235,MutableNumeric.java,235,2,240,3,/src/smallsql/database/MutableNumeric.java,24
3,TableViewMap.java,database,0,0,0,0,/src/smallsql/database/TableViewMap.java,-1
4,253,ExpressionValue.java,253,7,253,82,/src/smallsql/database/ExpressionValue.java,11
4,101,BasicTestCase.java,101,29,101,103,/src/smallsql/junit/BasicTestCase.java,9
4,262,Utils.java,262,23,263,66,/src/smallsql/database/Utils.java,89
4,73,TestOperatoren.java,73,8,73,100,/src/smallsql/junit/TestOperatoren.java,8
4,208,BenchTest.java,208,16,214,17,/src/smallsql/junit/BenchTest.java,91
3,Strings.java,database,0,0,0,0,/src/smallsql/database/Strings.java,-1
4,186,IndexDescription.java,186,9,194,9,/src/smallsql/database/IndexDescription.java,52
4,671,SSDatabaseMetaData.java,671,2,671,198,/src/smallsql/database/SSDatabaseMetaData.java,40
4,183,SSCallableStatement.java,183,61,192,5,/src/smallsql/database/SSCallableStatement.java,72
4,173,SQLTokenizer.java,173,32,176,33,/src/smallsql/database/SQLTokenizer.java,4
3,ExpressionFunctionRound.java,database,0,0,0,0,/src/smallsql/database/ExpressionFunctionRound.java,-1
4,280,TestDBMetaData.java,280,29,280,220,/src/smallsql/junit/TestDBMetaData.java,6
3,TestJoins.java,junit,0,0,0,0,/src/smallsql/junit/TestJoins.java,-1
4,56,Strings.java,56,26,60,2,/src/smallsql/database/Strings.java,22
4,190,SSResultSet.java,190,71,199,5,/src/smallsql/database/SSResultSet.java,16
4,196,ExpressionValue.java,196,7,196,82,/src/smallsql/database/ExpressionValue.java,11
4,71,TestOperatoren.java,71,8,71,74,/src/smallsql/junit/TestOperatoren.java,42
4,64,Expressions.java,64,30,68,2,/src/smallsql/database/Expressions.java,60
4,82,TestOperatoren.java,82,8,82,86,/src/smallsql/junit/TestOperatoren.java,19
4,237,ExpressionValue.java,237,7,238,20,/src/smallsql/database/ExpressionValue.java,15
4,68,TestExceptionMethods.java,68,12,73,13,/src/smallsql/junit/TestExceptionMethods.java,67
4,72,TestOperatoren.java,72,8,72,73,/src/smallsql/junit/TestOperatoren.java,55
4,249,IndexNode.java,249,2,249,79,/src/smallsql/database/IndexNode.java,27
3,ExpressionFunctionReturnP1StringAndBinary.java,database,0,0,0,0,/src/smallsql/database/ExpressionFunctionReturnP1StringAndBinary.java,-1
4,180,TableResult.java,180,6,180,120,/src/smallsql/database/TableResult.java,30
4,81,TestOperatoren.java,81,8,81,86,/src/smallsql/junit/TestOperatoren.java,18
3,IndexNode.java,database,0,0,0,0,/src/smallsql/database/IndexNode.java,-1
4,84,TestJoins.java,84,8,84,86,/src/smallsql/junit/TestJoins.java,37
4,182,TestDBMetaData.java,182,8,182,310,/src/smallsql/junit/TestDBMetaData.java,21
4,374,TestFunctions.java,374,4,383,5,/src/smallsql/junit/TestFunctions.java,88
4,789,SSDatabaseMetaData.java,789,3,789,141,/src/smallsql/database/SSDatabaseMetaData.java,35
4,108,Where.java,108,43,115,2,/src/smallsql/database/Where.java,0
3,TableView.java,database,0,0,0,0,/src/smallsql/database/TableView.java,-1
3,SSPreparedStatement.java,database,0,0,0,0,/src/smallsql/database/SSPreparedStatement.java,-1
3,TestMoneyRounding.java,junit,0,0,0,0,/src/smallsql/junit/TestMoneyRounding.java,-1
3,ExpressionFunctionPower.java,database,0,0,0,0,/src/smallsql/database/ExpressionFunctionPower.java,-1
3,TestAlterTable2.java,junit,0,0,0,0,/src/smallsql/junit/TestAlterTable2.java,-1
4,164,ExpressionValue.java,164,7,164,95,/src/smallsql/database/ExpressionValue.java,80
4,93,TestDBMetaData.java,93,8,93,124,/src/smallsql/junit/TestDBMetaData.java,50
4,550,MutableNumeric.java,550,16,551,80,/src/smallsql/database/MutableNumeric.java,58
4,333,LongTreeList.java,333,4,336,5,/src/smallsql/database/LongTreeList.java,84
4,77,TestAlterTable2.java,77,8,77,97,/src/smallsql/junit/TestAlterTable2.java,78
4,118,Where.java,118,39,125,2,/src/smallsql/database/Where.java,0
4,121,BenchTest.java,121,12,123,69,/src/smallsql/junit/BenchTest.java,71
3,BasicTestCase.java,junit,0,0,0,0,/src/smallsql/junit/BasicTestCase.java,-1
4,753,SSDatabaseMetaData.java,753,3,753,305,/src/smallsql/database/SSDatabaseMetaData.java,21
4,1239,SQLParser.java,1239,24,1243,25,/src/smallsql/database/SQLParser.java,2
4,1263,StoreImpl.java,1263,20,1263,143,/src/smallsql/database/StoreImpl.java,31
4,68,TestDataTypes.java,68,4,77,5,/src/smallsql/junit/TestDataTypes.java,12
3,TestOrderBy.java,junit,0,0,0,0,/src/smallsql/junit/TestOrderBy.java,-1
3,DataSources.java,database,0,0,0,0,/src/smallsql/database/DataSources.java,-1
4,160,TestThreads.java,160,12,164,13,/src/smallsql/junit/TestThreads.java,56
4,47,TestAlterTable2.java,47,8,47,97,/src/smallsql/junit/TestAlterTable2.java,78
4,75,TestJoins.java,75,8,75,100,/src/smallsql/junit/TestJoins.java,8
4,224,ExpressionValue.java,224,7,224,90,/src/smallsql/database/ExpressionValue.java,49
4,190,ExpressionValue.java,190,7,190,79,/src/smallsql/database/ExpressionValue.java,43
3,TestFunctions.java,junit,0,0,0,0,/src/smallsql/junit/TestFunctions.java,-1
4,173,SSCallableStatement.java,173,51,182,5,/src/smallsql/database/SSCallableStatement.java,72
4,488,BenchTest.java,488,16,491,17,/src/smallsql/junit/BenchTest.java,66
4,565,StoreImpl.java,565,8,565,112,/src/smallsql/database/StoreImpl.java,54
4,249,SSPreparedStatement.java,249,4,252,5,/src/smallsql/database/SSPreparedStatement.java,36
4,205,Utils.java,205,43,212,5,/src/smallsql/database/Utils.java,34
4,849,SQLParser.java,849,6,853,7,/src/smallsql/database/SQLParser.java,74
4,323,BasicTestCase.java,323,4,323,90,/src/smallsql/junit/BasicTestCase.java,57
4,64,TableViewMap.java,64,4,66,5,/src/smallsql/database/TableViewMap.java,64
4,778,SSDatabaseMetaData.java,778,3,778,141,/src/smallsql/database/SSDatabaseMetaData.java,35
4,83,TestOperatoren.java,83,8,83,86,/src/smallsql/junit/TestOperatoren.java,37
4,76,TestJoins.java,76,8,76,100,/src/smallsql/junit/TestJoins.java,90
4,167,ExpressionValue.java,167,7,167,90,/src/smallsql/database/ExpressionValue.java,49
4,77,TestOperatoren.java,77,8,77,86,/src/smallsql/junit/TestOperatoren.java,95
4,778,SSDatabaseMetaData.java,778,3,778,141,/src/smallsql/database/SSDatabaseMetaData.java,92
4,180,SSResultSet.java,180,61,189,5,/src/smallsql/database/SSResultSet.java,16
4,204,TestJoins.java,204,4,210,5,/src/smallsql/junit/TestJoins.java,28
4,1932,SQLParser.java,1932,8,1937,9,/src/smallsql/database/SQLParser.java,41
3,Columns.java,database,0,0,0,0,/src/smallsql/database/Columns.java,-1
4,76,TestOperatoren.java,76,8,76,86,/src/smallsql/junit/TestOperatoren.java,73
4,418,CommandSelect.java,418,8,418,95,/src/smallsql/database/CommandSelect.java,61
4,382,Index.java,382,3,384,20,/src/smallsql/database/Index.java,10
3,IndexDescriptions.java,database,0,0,0,0,/src/smallsql/database/IndexDescriptions.java,-1
4,20,TestAlterTable2.java,20,4,26,5,/src/smallsql/junit/TestAlterTable2.java,85
4,194,ExpressionFunctionCase.java,194,21,200,2,/src/smallsql/database/ExpressionFunctionCase.java,65
4,180,BenchTest.java,180,12,182,69,/src/smallsql/junit/BenchTest.java,71
4,120,IndexScrollStatus.java,120,5,131,41,/src/smallsql/database/IndexScrollStatus.java,5
4,821,SSDatabaseMetaData.java,821,3,821,234,/src/smallsql/database/SSDatabaseMetaData.java,53
3,TestOperatoren.java,junit,0,0,0,0,/src/smallsql/junit/TestOperatoren.java,-1
4,44,ExpressionFunctionATan2.java,44,4,47,5,/src/smallsql/database/ExpressionFunctionATan2.java,63
4,378,LongTreeList.java,378,4,381,5,/src/smallsql/database/LongTreeList.java,84
4,79,TestOperatoren.java,79,8,79,86,/src/smallsql/junit/TestOperatoren.java,20
4,189,SSConnection.java,189,68,193,13,/src/smallsql/database/SSConnection.java,47
4,372,SSResultSet.java,372,3,372,102,/src/smallsql/database/SSResultSet.java,48
4,135,SSCallableStatement.java,135,55,143,5,/src/smallsql/database/SSCallableStatement.java,7
4,80,TestOperatoren.java,80,8,80,86,/src/smallsql/junit/TestOperatoren.java,32
4,39,TestAlterTable.java,39,4,45,5,/src/smallsql/junit/TestAlterTable.java,85
4,493,MutableNumeric.java,493,16,493,51,/src/smallsql/database/MutableNumeric.java,94
3,CommandSelect.java,database,0,0,0,0,/src/smallsql/database/CommandSelect.java,-1
4,111,GroupResult.java,111,36,116,3,/src/smallsql/database/GroupResult.java,81
4,292,BenchTest.java,292,12,297,49,/src/smallsql/junit/BenchTest.java,70
4,78,TestJoins.java,78,8,78,86,/src/smallsql/junit/TestJoins.java,73
3,TestTransactions.java,junit,0,0,0,0,/src/smallsql/junit/TestTransactions.java,-1
3,ExpressionFunctionCase.java,database,0,0,0,0,/src/smallsql/database/ExpressionFunctionCase.java,-1
3,LongTreeList.java,database,0,0,0,0,/src/smallsql/database/LongTreeList.java,-1
4,540,MutableNumeric.java,540,16,540,51,/src/smallsql/database/MutableNumeric.java,94
4,80,ExpressionFunctionReturnP1StringAndBinary.java,80,1,83,2,/src/smallsql/database/ExpressionFunctionReturnP1StringAndBinary.java,17
4,234,TestDBMetaData.java,234,8,234,239,/src/smallsql/junit/TestDBMetaData.java,53
4,263,TestDBMetaData.java,263,8,263,146,/src/smallsql/junit/TestDBMetaData.java,92
4,67,TestScrollable.java,67,8,72,9,/src/smallsql/junit/TestScrollable.java,93
4,75,TestOperatoren.java,75,8,75,100,/src/smallsql/junit/TestOperatoren.java,44
3,TestDBMetaData.java,junit,0,0,0,0,/src/smallsql/junit/TestDBMetaData.java,-1
4,106,TestThreads.java,106,12,110,13,/src/smallsql/junit/TestThreads.java,56
4,73,TestJoins.java,73,8,73,74,/src/smallsql/junit/TestJoins.java,42
3,Index.java,database,0,0,0,0,/src/smallsql/database/Index.java,-1
4,267,TestOperatoren.java,267,4,273,5,/src/smallsql/junit/TestOperatoren.java,28
4,53,TestMoneyRounding.java,53,4,62,5,/src/smallsql/junit/TestMoneyRounding.java,13
2,junit,smallsql,0,0,0,0,/src/smallsql/junit,-1
3,Where.java,database,0,0,0,0,/src/smallsql/database/Where.java,-1
3,ExpressionFunctionTruncate.java,database,0,0,0,0,/src/smallsql/database/ExpressionFunctionTruncate.java,-1
4,117,TestExceptionMethods.java,117,12,122,13,/src/smallsql/junit/TestExceptionMethods.java,45
3,SSDatabaseMetaData.java,database,0,0,0,0,/src/smallsql/database/SSDatabaseMetaData.java,-1
4,210,TestDBMetaData.java,210,8,210,333,/src/smallsql/junit/TestDBMetaData.java,14
4,227,ExpressionValue.java,227,7,227,93,/src/smallsql/database/ExpressionValue.java,77
4,191,BasicTestCase.java,191,47,196,5,/src/smallsql/junit/BasicTestCase.java,87
4,56,Strings.java,56,26,60,2,/src/smallsql/database/Strings.java,46
3,IndexScrollStatus.java,database,0,0,0,0,/src/smallsql/database/IndexScrollStatus.java,-1
4,1145,StoreImpl.java,1145,4,1145,127,/src/smallsql/database/StoreImpl.java,31
4,831,SSDatabaseMetaData.java,831,2,831,355,/src/smallsql/database/SSDatabaseMetaData.java,14
4,239,TestOrderBy.java,239,2,246,3,/src/smallsql/junit/TestOrderBy.java,79
4,365,TestTransactions.java,365,10,370,3,/src/smallsql/junit/TestTransactions.java,86
4,174,ExpressionValue.java,174,7,174,96,/src/smallsql/database/ExpressionValue.java,38
4,81,TestJoins.java,81,8,81,86,/src/smallsql/junit/TestJoins.java,32
4,464,MutableNumeric.java,464,16,464,51,/src/smallsql/database/MutableNumeric.java,94
3,IndexDescription.java,database,0,0,0,0,/src/smallsql/database/IndexDescription.java,-1
3,TableResult.java,database,0,0,0,0,/src/smallsql/database/TableResult.java,-1
4,103,TestDBMetaData.java,103,8,103,204,/src/smallsql/junit/TestDBMetaData.java,40
4,315,BasicTestCase.java,315,4,315,90,/src/smallsql/junit/BasicTestCase.java,57
4,74,TestJoins.java,74,8,74,73,/src/smallsql/junit/TestJoins.java,55
4,89,GroupResult.java,89,7,94,3,/src/smallsql/database/GroupResult.java,81
4,872,SSDatabaseMetaData.java,872,23,872,214,/src/smallsql/database/SSDatabaseMetaData.java,6
4,388,Table.java,388,20,394,21,/src/smallsql/database/Table.java,69
4,1332,SQLParser.java,1332,32,1336,33,/src/smallsql/database/SQLParser.java,2
4,618,BenchTest.java,618,12,618,90,/src/smallsql/junit/BenchTest.java,29
4,82,TestJoins.java,82,8,82,86,/src/smallsql/junit/TestJoins.java,18
4,95,TestOperatoren.java,95,4,104,5,/src/smallsql/junit/TestOperatoren.java,12
4,84,ExpressionFunctionReturnString.java,84,1,87,2,/src/smallsql/database/ExpressionFunctionReturnString.java,17
3,TestDataTypes.java,junit,0,0,0,0,/src/smallsql/junit/TestDataTypes.java,-1
4,322,BenchTest.java,322,16,328,17,/src/smallsql/junit/BenchTest.java,91
4,664,SSDatabaseMetaData.java,664,2,664,118,/src/smallsql/database/SSDatabaseMetaData.java,50
4,56,Strings.java,56,26,60,2,/src/smallsql/database/Strings.java,83
3,BenchTest.java,junit,0,0,0,0,/src/smallsql/junit/BenchTest.java,-1
3,ExpressionValue.java,database,0,0,0,0,/src/smallsql/database/ExpressionValue.java,-1
4,56,ForeignKeys.java,56,30,60,2,/src/smallsql/database/ForeignKeys.java,46
3,SSResultSet.java,database,0,0,0,0,/src/smallsql/database/SSResultSet.java,-1
4,352,SQLParser.java,352,5,357,6,/src/smallsql/database/SQLParser.java,41
4,620,BenchTest.java,620,12,622,13,/src/smallsql/junit/BenchTest.java,33
4,150,ExpressionFunctionConvert.java,150,28,160,4,/src/smallsql/database/ExpressionFunctionConvert.java,25
2,database,smallsql,0,0,0,0,/src/smallsql/database,-1
4,186,TableResult.java,186,5,186,119,/src/smallsql/database/TableResult.java,30
4,661,BenchTest.java,661,12,661,88,/src/smallsql/junit/BenchTest.java,26
4,211,TestOrderBy.java,211,2,218,3,/src/smallsql/junit/TestOrderBy.java,79
4,271,SSStatement.java,271,16,274,17,/src/smallsql/database/SSStatement.java,36
4,674,BenchTest.java,674,12,674,67,/src/smallsql/junit/BenchTest.java,76
4,62,IndexDescriptions.java,62,36,67,2,/src/smallsql/database/IndexDescriptions.java,22
4,77,TestJoins.java,77,8,77,100,/src/smallsql/junit/TestJoins.java,44
4,525,MutableNumeric.java,525,16,525,51,/src/smallsql/database/MutableNumeric.java,59
3,TestThreads.java,junit,0,0,0,0,/src/smallsql/junit/TestThreads.java,-1
3,SSConnection.java,database,0,0,0,0,/src/smallsql/database/SSConnection.java,-1
4,204,TestTransactions.java,204,3,205,62,/src/smallsql/junit/TestTransactions.java,75
3,SSStatement.java,database,0,0,0,0,/src/smallsql/database/SSStatement.java,-1
4,50,ExpressionFunctionRound.java,50,2,60,3,/src/smallsql/database/ExpressionFunctionRound.java,39
4,80,TestJoins.java,80,8,80,86,/src/smallsql/junit/TestJoins.java,20
3,ExpressionFunctionAbs.java,database,0,0,0,0,/src/smallsql/database/ExpressionFunctionAbs.java,-1
4,187,TestOrderBy.java,187,2,192,3,/src/smallsql/junit/TestOrderBy.java,82
4,110,TestDBMetaData.java,110,8,110,173,/src/smallsql/junit/TestDBMetaData.java,62
4,839,SQLParser.java,839,5,843,6,/src/smallsql/database/SQLParser.java,74
3,TestLanguage.java,junit,0,0,0,0,/src/smallsql/junit/TestLanguage.java,-1
4,173,TestScrollable.java,173,8,178,9,/src/smallsql/junit/TestScrollable.java,93
4,130,Index.java,130,12,133,50,/src/smallsql/database/Index.java,68
4,526,MutableNumeric.java,526,16,527,80,/src/smallsql/database/MutableNumeric.java,58
4,103,Index.java,103,12,106,50,/src/smallsql/database/Index.java,68
4,317,Utils.java,317,46,322,5,/src/smallsql/database/Utils.java,87
4,354,TestTransactions.java,354,3,355,62,/src/smallsql/junit/TestTransactions.java,75
3,GroupResult.java,database,0,0,0,0,/src/smallsql/database/GroupResult.java,-1
3,Utils.java,database,0,0,0,0,/src/smallsql/database/Utils.java,-1
4,89,IndexScrollStatus.java,89,5,99,6,/src/smallsql/database/IndexScrollStatus.java,5
4,74,TestOperatoren.java,74,8,74,100,/src/smallsql/junit/TestOperatoren.java,90
4,79,TestJoins.java,79,8,79,86,/src/smallsql/junit/TestJoins.java,95
4,62,IndexDescriptions.java,62,36,67,2,/src/smallsql/database/IndexDescriptions.java,46
4,96,TestExceptionMethods.java,96,12,101,13,/src/smallsql/junit/TestExceptionMethods.java,67
4,374,TestFunctions.java,374,4,383,5,/src/smallsql/junit/TestFunctions.java,12
4,811,TestOrderBy.java,811,2,816,3,/src/smallsql/junit/TestOrderBy.java,82
4,50,ExpressionFunctionTruncate.java,50,16,55,3,/src/smallsql/database/ExpressionFunctionTruncate.java,1
4,95,TestOperatoren.java,95,4,104,5,/src/smallsql/junit/TestOperatoren.java,88
3,ExpressionFunctionFloor.java,database,0,0,0,0,/src/smallsql/database/ExpressionFunctionFloor.java,-1
4,180,ExpressionValue.java,180,7,181,20,/src/smallsql/database/ExpressionValue.java,15
4,89,TestExceptionMethods.java,89,12,94,13,/src/smallsql/junit/TestExceptionMethods.java,67
4,218,Utils.java,218,27,219,66,/src/smallsql/database/Utils.java,89
